City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Sakakah,SA,29.9697,40.2064,87.37,31,0,14.5,clear sky
348,Hambantota,LK,6.1241,81.1185,79.14,100,20,9.22,few clouds
349,Leshukonskoye,RU,64.8989,45.7622,35.96,95,8,5.46,clear sky
350,Wilmington,US,34.2257,-77.9447,84.97,53,0,4.0,clear sky
351,La Rioja,ES,42.25,-2.5,70.05,62,100,2.86,overcast clouds
352,Coquimbo,CL,-29.9533,-71.3436,58.73,67,90,17.27,overcast clouds
353,Icod De Los Vinos,ES,28.3724,-16.7119,79.74,86,10,4.81,clear sky
354,Lagoa,PT,39.05,-27.9833,69.06,71,100,21.97,overcast clouds
355,Honiara,SB,-9.4333,159.95,76.44,86,59,7.29,broken clouds
356,Rorvik,NO,64.8621,11.2373,54.61,85,100,11.61,overcast clouds
357,Vostok,RU,46.4856,135.8833,49.87,98,100,2.8,moderate rain
358,Wanning,CN,18.8003,110.3967,79.48,87,25,0.83,scattered clouds
359,Kedrovyy,RU,56.1667,91.8167,46.81,93,100,5.59,overcast clouds
360,Hammerfest,NO,70.6634,23.6821,41.45,81,100,5.75,overcast clouds
361,Ankang,CN,32.68,109.0172,69.87,89,0,2.08,clear sky
362,Sesheke,ZM,-17.4759,24.2968,71.73,26,5,10.45,clear sky
363,Porto Novo,BJ,6.4965,2.6036,80.42,87,82,4.85,broken clouds
364,Asau,RO,46.4333,26.4,61.75,52,100,3.58,light rain
365,Saldanha,ZA,-33.0117,17.9442,59.05,94,100,8.81,overcast clouds
366,Ndioum,SN,16.5129,-14.6471,98.49,40,98,13.18,overcast clouds
367,Kalmunai,LK,7.4167,81.8167,80.08,70,68,7.76,broken clouds
368,Tomelloso,ES,39.1522,-3.0243,81.91,32,6,6.71,clear sky
369,Coachella,US,33.6803,-116.1739,106.34,33,0,5.01,clear sky
370,Bezenchuk,RU,52.982,49.4333,48.78,62,0,1.66,clear sky
371,Erdenet,MN,49.0333,104.0833,40.75,96,9,1.43,clear sky
372,Barabai,ID,-2.5833,115.3833,73.56,98,100,1.36,light rain
373,Comodoro Rivadavia,AR,-45.8667,-67.5,55.26,62,0,11.5,clear sky
374,Alenquer,BR,-1.9417,-54.7383,89.94,31,38,9.08,scattered clouds
375,Baiyin,CN,36.5583,104.2081,63.48,60,0,3.49,clear sky
376,Cayenne,GF,4.9333,-52.3333,87.84,72,0,7.0,clear sky
377,Sept-Iles,CA,50.2001,-66.3821,66.72,51,40,5.01,scattered clouds
378,Doka,SD,13.5167,35.7667,77.31,81,100,5.7,overcast clouds
379,Harqalah,TN,36.0303,10.509,84.79,54,0,17.27,clear sky
380,Southbridge,US,42.0751,-72.0334,77.81,56,100,1.01,overcast clouds
381,Honggang,CN,46.4667,124.8667,47.44,92,0,6.42,clear sky
382,Dubbo,AU,-32.25,148.6167,53.73,62,0,5.75,clear sky
383,Grindavik,IS,63.8424,-22.4338,51.75,76,40,10.36,scattered clouds
384,Svetlaya,RU,46.5389,138.3297,59.86,91,100,14.27,light rain
385,Nantucket,US,41.2835,-70.0995,76.96,68,5,14.63,clear sky
386,Saint-Joseph,RE,-21.3667,55.6167,70.18,79,21,14.47,light rain
387,Dabas,HU,47.1859,19.3109,71.02,35,6,5.5,clear sky
388,Dikson,RU,73.5069,80.5464,41.43,88,100,10.94,overcast clouds
389,Storforshei,NO,66.4043,14.5233,52.66,80,71,4.94,broken clouds
390,Port Hardy,CA,50.6996,-127.4199,60.98,82,75,2.3,light rain
391,Surt,LY,31.2089,16.5887,82.38,77,43,12.66,scattered clouds
392,Douglas,US,41.3,-96.167,88.9,52,1,8.05,clear sky
393,Suratgarh,IN,29.3167,73.9,80.62,77,51,15.55,broken clouds
394,Shawville,CA,45.6001,-76.4827,75.33,58,100,12.1,overcast clouds
395,Tecpan,GT,14.7623,-90.9947,63.72,87,100,4.63,overcast clouds
396,Arlit,NE,18.7369,7.3853,102.51,11,32,3.62,scattered clouds
397,Yarmouth,US,41.7057,-70.2286,76.96,55,95,5.99,overcast clouds
398,Dingle,PH,10.9995,122.6711,75.94,89,100,3.42,overcast clouds
399,Thinadhoo,MV,0.5333,72.9333,83.77,67,100,6.46,overcast clouds
400,Kaka,TM,37.3482,59.6143,71.67,24,0,5.95,clear sky
401,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,28.99,86,0,2.24,clear sky
402,Starodzhereliyevskaya,RU,45.476,38.2968,64.15,85,100,4.81,light rain
403,Mattru,SL,7.6244,-11.8332,75.16,94,100,3.89,moderate rain
404,Gamba,GA,-2.65,10.0,75.13,91,100,9.13,overcast clouds
405,Taoudenni,ML,22.6783,-3.9836,105.48,9,1,9.75,clear sky
406,Flinders,AU,-34.5833,150.8552,64.2,46,0,12.46,clear sky
407,College,US,64.8569,-147.8028,48.65,78,20,0.0,haze
408,Bima,ID,-8.4667,118.7167,75.07,95,80,3.8,broken clouds
409,Mpwapwa,TZ,-6.35,36.4833,65.43,61,0,5.79,clear sky
410,Semirom,IR,31.4167,51.5667,62.11,21,0,4.45,clear sky
411,Beisfjord,NO,68.3751,17.5988,48.25,70,33,5.06,scattered clouds
412,Nokaneng,BW,-19.6667,22.2667,68.56,25,0,8.34,clear sky
413,Kautokeino,NO,69.0125,23.0412,42.53,68,100,11.41,overcast clouds
414,Chicama,PE,-7.8447,-79.1469,59.54,61,49,11.01,scattered clouds
415,Vavuniya,LK,8.7514,80.4971,78.89,74,100,9.95,overcast clouds
416,Walvis Bay,NA,-22.9575,14.5053,58.15,77,0,4.61,clear sky
417,Ozinki,RU,51.1786,49.6769,55.26,45,0,5.35,clear sky
418,Caluquembe,AO,-13.7833,14.6833,68.9,20,85,2.89,overcast clouds
419,Fairbanks,US,64.8378,-147.7164,48.42,78,20,0.0,haze
420,Gisborne,NZ,-38.6533,178.0042,39.94,78,3,7.45,clear sky
421,Pedernales,DO,18.0384,-71.744,88.14,59,0,9.57,clear sky
422,Gashua,NG,12.871,11.0482,92.5,41,21,5.86,few clouds
423,Kjollefjord,NO,70.9457,27.3465,42.87,75,99,4.54,overcast clouds
424,Salalah,OM,17.0151,54.0924,80.69,94,75,6.91,broken clouds
425,Dutlwe,BW,-23.9833,23.9,63.16,24,0,10.58,clear sky
426,Hwange,ZW,-18.3693,26.5019,69.37,34,0,2.93,clear sky
427,Garowe,SO,8.4054,48.4845,86.23,35,95,13.13,overcast clouds
428,Sire,NG,12.9299,5.2043,87.96,56,100,8.75,overcast clouds
429,Samarai,PG,-10.6167,150.6667,77.88,84,100,14.88,moderate rain
430,Henties Bay,NA,-22.116,14.2845,55.85,76,1,4.59,clear sky
431,Kampong Thum,KH,12.7111,104.8887,76.55,88,100,12.17,moderate rain
432,Bosaso,SO,11.2842,49.1816,93.94,42,31,5.55,scattered clouds
433,Penzance,GB,50.1186,-5.5371,61.81,82,66,4.54,broken clouds
434,Severo-Kurilsk,RU,50.6789,156.125,47.01,78,100,10.42,overcast clouds
435,Pochutla,MX,15.7432,-96.4661,83.82,81,100,3.27,overcast clouds
436,Aswan,EG,24.0934,32.907,90.7,22,0,12.66,clear sky
437,Yantal,RU,56.8471,105.2542,42.21,90,99,4.03,overcast clouds
438,Medvedka,RU,61.1629,46.387,45.23,87,66,8.28,moderate rain
439,Moose Factory,CA,51.2585,-80.6094,60.8,94,90,11.5,overcast clouds
440,Grand-Lahou,CI,5.1367,-5.0242,76.57,91,98,5.48,moderate rain
441,Kraskino,RU,42.7114,130.7794,55.89,79,0,11.74,clear sky
442,Tura,IN,25.5198,90.2201,75.72,93,100,2.13,overcast clouds
443,Nacogdoches,US,31.6002,-94.6335,88.11,39,0,5.97,clear sky
444,Acapulco,MX,16.8634,-99.8901,82.33,82,92,6.64,overcast clouds
445,Opuwo,NA,-18.0607,13.84,76.21,15,0,10.09,clear sky
446,Bouar,CF,5.934,15.596,65.43,90,10,4.12,clear sky
447,Villazon,BO,-22.0866,-65.5942,67.15,3,18,10.27,few clouds
448,Bucerias,MX,20.75,-105.3333,88.99,77,6,6.31,clear sky
449,Yar-Sale,RU,66.8333,70.8333,43.02,77,100,10.49,overcast clouds
450,Rawson,AR,-43.3002,-65.1023,60.67,58,100,21.59,overcast clouds
451,Azare,NG,11.6765,10.1948,80.78,72,70,10.89,light rain
452,Souillac,MU,-20.5167,57.5167,71.98,78,75,14.97,broken clouds
453,Qaqortoq,GL,60.7167,-46.0333,45.68,80,100,19.06,moderate rain
454,Rawicz,PL,51.6095,16.8585,72.28,78,88,6.02,overcast clouds
455,Gilbues,BR,-9.8317,-45.3439,100.36,14,8,9.82,clear sky
456,Whyalla,AU,-33.0333,137.5833,51.69,87,75,4.61,broken clouds
457,Ayan,RU,56.45,138.1667,53.58,83,94,11.68,light rain
458,Salamiyah,SY,35.0113,37.0532,70.0,71,0,14.72,clear sky
459,Alexandria,EG,31.2156,29.9553,78.76,61,40,11.5,scattered clouds
460,Ciudad Bolivar,VE,8.1222,-63.5497,92.93,40,79,8.77,broken clouds
461,Bouca,CF,6.5105,18.2733,69.37,93,100,0.47,overcast clouds
462,Alberton,CA,46.8168,-64.0654,66.33,54,5,14.41,clear sky
463,Adrar,MR,20.5022,-10.0711,85.71,47,90,30.22,overcast clouds
464,Kainan,JP,34.15,135.2,77.04,88,100,3.58,overcast clouds
465,Manzhouli,CN,49.6,117.4333,50.34,91,100,3.89,overcast clouds
466,Batman,TR,37.8874,41.1322,76.8,38,0,0.0,clear sky
467,Weilburg,DE,50.4833,8.25,66.36,79,93,4.07,overcast clouds
468,Oranjemund,NA,-28.55,16.4333,57.0,85,43,5.1,scattered clouds
469,Malabo,GQ,3.75,8.7833,78.17,81,100,5.93,overcast clouds
470,Santa Marta,CO,11.2408,-74.199,87.35,76,100,5.46,overcast clouds
471,Jalu,LY,29.0331,21.5482,92.25,24,0,6.26,clear sky
472,Genhe,CN,50.7833,121.5167,38.41,96,39,1.57,scattered clouds
473,Wuwei,CN,37.9281,102.6414,69.87,38,3,4.65,clear sky
474,Bireun,ID,5.203,96.7009,78.4,85,100,3.13,light rain
475,Ganzhou,CN,28.8184,115.4327,76.15,87,0,5.61,light rain
476,Coihaique,CL,-45.5752,-72.0662,48.81,76,90,8.05,light rain
477,Christchurch,NZ,-43.5333,172.6333,44.91,81,100,4.0,overcast clouds
478,Mangrol,IN,21.1167,70.1167,80.71,91,100,11.68,overcast clouds
479,Goundam,ML,16.4145,-3.6708,96.04,32,76,7.63,broken clouds
480,Chapleau,CA,47.8405,-83.4034,64.49,77,75,13.8,broken clouds
481,Yelyzavethradka,UA,48.8038,32.4046,66.0,47,100,6.46,overcast clouds
482,Strezhevoy,RU,60.7333,77.5889,48.18,96,100,6.35,light rain
483,Vallenar,CL,-28.5708,-70.7581,67.8,38,16,14.63,few clouds
484,Vila Franca Do Campo,PT,37.7167,-25.4333,72.01,74,96,16.35,overcast clouds
485,Hidalgotitlan,MX,17.7833,-94.6333,79.63,88,100,8.52,overcast clouds
486,Brownsville,US,25.9018,-97.4975,93.31,66,81,7.0,broken clouds
487,Fallon,US,39.4735,-118.7774,80.46,30,0,3.27,clear sky
488,Ahipara,NZ,-35.1667,173.1667,51.49,75,16,3.85,few clouds
489,Anito,PH,12.4497,125.2886,78.12,90,100,4.92,overcast clouds
490,Guca,RS,43.7767,20.2253,70.59,47,89,3.65,overcast clouds
491,Rusape,ZW,-18.5278,32.1284,49.17,75,0,3.76,clear sky
492,Matara,LK,5.9485,80.5353,78.15,86,68,9.84,broken clouds
493,San Luis,AR,-33.295,-66.3356,75.63,23,76,19.62,broken clouds
494,Mizdah,LY,31.4451,12.9801,80.06,57,1,10.92,clear sky
495,Mutis,CO,6.2262,-77.4044,80.19,83,100,8.59,light rain
496,Smithers,CA,54.7804,-127.1743,53.92,71,40,5.75,scattered clouds
497,Zyryanka,RU,65.75,150.85,32.0,69,100,4.45,overcast clouds
498,Kalabo,ZM,-14.97,22.6814,74.08,25,51,4.47,broken clouds
499,Lokoja,NG,7.8024,6.743,78.55,89,83,2.19,light rain
500,Boyolangu,ID,-8.1181,111.8935,74.19,95,97,5.73,overcast clouds
501,Fatezh,RU,52.0891,35.8632,58.98,57,100,5.68,overcast clouds
502,Edmundston,CA,47.3737,-68.3251,69.69,42,5,8.05,clear sky
503,Hinton,CA,53.4001,-117.5857,57.24,43,89,1.79,overcast clouds
504,Timra,SE,62.487,17.3257,54.68,96,90,2.3,light intensity drizzle
505,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,83.84,69,100,3.02,very heavy rain
506,Ramshir,IR,30.8946,49.4092,91.15,12,0,10.11,clear sky
507,Sibu,MY,2.3,111.8167,79.11,94,40,2.3,scattered clouds
508,Puerto Baquerizo Moreno,EC,-0.9,-89.6,74.39,73,75,13.8,broken clouds
509,Likasi,CD,-10.9814,26.7333,65.64,38,12,3.76,few clouds
510,Olinda,BR,-8.0089,-34.8553,78.53,65,90,10.36,overcast clouds
511,Marinette,US,45.1,-87.6307,83.3,54,89,16.08,overcast clouds
512,Gasa,PS,31.5,34.4667,78.91,59,2,8.01,clear sky
513,Newtonmore,GB,57.066,-4.1192,54.99,93,100,6.24,overcast clouds
514,Vanavara,RU,60.34,102.2797,46.87,64,100,2.89,overcast clouds
515,Anchorage,US,61.2181,-149.9003,55.42,86,75,1.01,broken clouds
516,Dekar,BW,-21.5333,21.9333,64.53,26,0,9.17,clear sky
517,Kathu,TH,7.9178,98.3332,78.62,83,100,12.06,overcast clouds
518,Lubango,AO,-14.9172,13.4925,67.26,17,7,3.8,clear sky
519,Vitry-Le-Francois,FR,48.7333,4.5833,66.61,79,7,1.95,clear sky
520,Shalinskoye,RU,55.7228,93.7594,45.09,75,95,6.55,overcast clouds
521,Am Timan,TD,11.0297,20.2827,72.32,96,100,7.09,light rain
522,Acari,PE,-15.4311,-74.6158,73.83,55,59,9.44,broken clouds
523,Pontianak,ID,-0.0333,109.3333,76.98,100,90,1.14,overcast clouds
524,Husavik,IS,66.0449,-17.3389,48.11,94,100,17.25,overcast clouds
525,Bantou,CN,26.2151,117.4893,76.41,91,18,2.71,light rain
526,Canton,CN,23.1167,113.25,85.95,63,54,5.41,light rain
527,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,61.27,79,78,5.21,broken clouds
528,Malanville,BJ,11.8685,3.3899,83.61,71,89,7.7,overcast clouds
529,Bambanglipuro,ID,-7.95,110.2833,76.26,88,99,11.65,overcast clouds
530,Muroto,JP,33.2833,134.15,77.07,81,100,5.06,moderate rain
531,Lafayette,US,30.2335,-92.0668,87.93,55,0,1.99,clear sky
532,Beyneu,KZ,45.3167,55.2,69.55,41,0,8.05,clear sky
533,Zahirabad,IN,17.6833,77.6167,72.9,89,100,15.32,overcast clouds
534,Aloleng,PH,16.1307,119.7824,80.46,86,100,17.43,light rain
535,Ambilobe,MG,-13.2,49.05,69.94,64,98,5.73,overcast clouds
536,Catuday,PH,16.2923,119.8062,78.78,86,100,17.05,light rain
537,Bikaner,IN,28.0167,73.3,81.95,76,32,16.73,scattered clouds
538,Astana,KZ,51.1801,71.446,44.55,76,0,6.71,clear sky
539,Raga,SS,8.4596,25.678,71.37,91,78,3.0,broken clouds
540,Jumla,NP,29.2747,82.1838,58.86,90,85,2.3,overcast clouds
541,Homer,US,59.6425,-151.5483,54.09,79,78,5.99,broken clouds
542,Kincardine,GB,56.0667,-3.7167,61.84,84,6,7.18,clear sky
543,Nouadhibou,MR,20.931,-17.0347,87.78,66,98,11.5,overcast clouds
544,Seymchan,RU,62.8833,152.4333,28.85,76,90,1.68,overcast clouds
545,Moba,CN,33.2288,105.0179,56.71,96,55,2.01,broken clouds
546,Yulara,AU,-25.2406,130.9889,58.84,25,0,9.22,clear sky
547,Chiang Khong,TH,20.2613,100.4046,77.32,95,99,0.13,overcast clouds
548,Hofn,IS,64.2539,-15.2082,53.92,71,20,5.26,few clouds
549,Nampula,MZ,-15.1165,39.2666,73.35,73,40,12.66,scattered clouds
550,Tiarei,PF,-17.5333,-149.3333,78.82,64,35,14.09,scattered clouds
551,Tessalit,ML,20.1986,1.0114,101.84,11,92,10.4,overcast clouds
552,Savannakhet,LA,16.566,104.751,74.62,96,100,4.27,light rain
553,Pontian Kecil,MY,1.4801,103.3899,82.53,85,95,4.94,overcast clouds
554,Gat,IL,31.61,34.7642,77.81,62,1,6.33,clear sky
555,Vila Velha,BR,-20.3297,-40.2925,84.15,65,0,16.11,clear sky
556,Manaus,BR,-3.1019,-60.025,93.69,52,40,4.61,scattered clouds
557,Stephenville,US,32.2207,-98.2023,91.49,37,1,4.61,clear sky
558,Tiznit,MA,29.5833,-9.5,82.87,33,0,3.85,clear sky
559,Kushiro,JP,42.975,144.3747,61.57,91,100,7.76,overcast clouds
560,Ipixuna,BR,-1.7625,-48.8043,85.95,61,67,9.44,broken clouds
561,Madison,US,34.7334,-86.5667,85.68,51,40,1.99,scattered clouds
562,Gushi,CN,34.6425,109.5843,70.84,66,0,4.85,clear sky
563,Winchester,GB,51.0651,-1.3187,65.64,67,20,4.61,few clouds
564,Manzil Kamil,TN,35.6248,10.6673,84.38,61,20,21.85,few clouds
565,Jiuquan,CN,39.7432,98.5174,67.44,30,100,6.96,overcast clouds
566,Westport,US,41.1415,-73.3579,79.61,52,97,1.01,overcast clouds
567,Kolpashevo,RU,58.3131,82.9089,42.33,97,92,5.46,overcast clouds
568,Palmer,US,42.1584,-72.3287,77.49,51,40,5.01,scattered clouds
569,Trairi,BR,-3.2778,-39.2689,82.56,67,5,15.95,clear sky
570,North Bend,US,43.4065,-124.2243,73.24,66,8,9.46,clear sky
571,Zhezkazgan,KZ,47.8043,67.7144,56.37,62,100,10.67,overcast clouds
572,Tommot,RU,58.9564,126.2925,42.4,91,5,2.33,clear sky
573,Gornyy,RU,55.1153,83.9059,51.8,94,100,14.29,light rain
574,Mareeba,AU,-17.0,145.4333,66.92,94,98,2.73,light rain
575,Bintulu,MY,3.1667,113.0333,77.41,94,40,0.0,scattered clouds
576,Calama,CL,-22.4667,-68.9333,72.09,12,85,20.71,overcast clouds
577,Tateyama,JP,34.9833,139.8667,75.22,87,100,5.7,overcast clouds
578,Sao Sebastiao,BR,-23.76,-45.4097,74.17,72,15,2.55,few clouds
579,Bairiki,KI,1.3292,172.9752,82.4,78,40,16.11,scattered clouds
580,Huanuni,BO,-18.2667,-66.85,59.49,11,13,10.04,few clouds
581,Miragoane,HT,18.4423,-73.0876,85.6,59,12,0.85,few clouds
582,Sao Domingos,BR,-13.3983,-46.3183,99.93,12,8,1.92,clear sky
583,Bollnas,SE,61.3482,16.3946,60.13,98,100,3.83,overcast clouds
584,Muisne,EC,0.6,-80.0333,80.71,81,98,13.6,overcast clouds
585,Uruzgan,AF,32.8333,66.0,66.9,23,0,1.01,clear sky
586,Ecoporanga,BR,-18.3733,-40.8306,91.31,28,4,9.48,clear sky
587,Pontes E Lacerda,BR,-15.2261,-59.3353,98.38,24,85,2.93,overcast clouds
588,De Aar,ZA,-30.6497,24.0123,70.43,28,3,8.19,clear sky
589,Paracuru,BR,-3.41,-39.0306,84.22,67,13,17.13,few clouds
590,Valinhos,BR,-22.9706,-46.9958,82.17,39,0,10.36,clear sky
591,Malakal,SS,9.5334,31.6605,73.58,89,100,5.35,overcast clouds
592,Ambulu,ID,-8.345,113.6058,75.15,94,100,2.57,overcast clouds
593,Ereymentau,KZ,51.6199,73.1033,44.29,75,84,9.46,broken clouds
594,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,79.34,68,9,8.59,clear sky
595,Svay Rieng,KH,11.0879,105.7993,76.78,85,100,8.86,light rain
596,Beringovskiy,RU,63.05,179.3167,36.73,98,100,23.42,moderate rain
597,Gananoque,CA,44.3334,-76.1661,75.34,51,9,17.85,clear sky
598,Pacific Grove,US,36.6177,-121.9166,84.15,81,40,3.0,scattered clouds
599,Nalut,LY,30.3333,10.85,91.27,18,62,13.4,broken clouds
600,Zhigansk,RU,66.7697,123.3711,42.15,71,16,8.75,few clouds
601,Dourbali,TD,11.8091,15.8632,82.63,66,100,5.21,overcast clouds
602,Kodinsk,RU,58.6881,99.1844,43.57,84,69,4.45,broken clouds
603,Kommunisticheskiy,RU,61.6789,64.4819,39.0,91,100,14.65,overcast clouds
604,Togul,RU,53.465,85.9128,55.44,68,100,13.0,overcast clouds
605,Valka,LV,57.7752,26.0101,56.05,95,25,1.14,scattered clouds
606,Haines Junction,CA,60.7522,-137.5108,42.75,87,100,0.0,overcast clouds
607,La Cruz,MX,23.9167,-106.9,86.41,60,5,4.36,clear sky
608,Saint-Augustin,CA,51.226,-58.6502,59.9,62,87,24.67,overcast clouds
609,Takoradi,GH,4.8845,-1.7554,76.17,93,99,9.55,moderate rain
610,Nieuwpoort,BE,51.1244,2.7735,64.02,77,1,6.91,clear sky
611,Straumen,NO,63.8709,11.2999,56.62,95,100,3.69,overcast clouds
612,Barcelos,PT,41.5388,-8.6151,73.69,73,29,1.72,scattered clouds
613,Uray,RU,60.1247,64.7758,40.5,79,100,17.81,overcast clouds
614,Sompeta,IN,18.9333,84.6,80.1,86,100,4.27,heavy intensity rain
615,Caiaponia,BR,-16.9567,-51.8103,96.96,16,88,4.14,overcast clouds
616,Sao Joao Da Barra,BR,-21.6403,-41.0511,77.09,80,96,13.0,overcast clouds
617,Atambua,ID,-9.1061,124.8925,72.25,86,36,3.78,scattered clouds
618,Champerico,GT,14.3,-91.9167,86.76,83,100,15.32,overcast clouds
619,Ullapool,GB,57.8987,-5.1604,57.76,97,100,5.3,overcast clouds
620,Gombe,NG,10.2897,11.1673,79.88,70,33,3.67,scattered clouds
621,Dombas,NO,62.0696,9.1235,55.35,93,100,3.0,light rain
622,Kosh-Agach,RU,50.0,88.6667,39.97,49,98,1.39,overcast clouds
623,Athabasca,CA,54.7169,-113.2854,65.23,89,100,7.18,overcast clouds
624,San Nicolas,PH,18.1725,120.5953,78.71,89,90,11.5,moderate rain
625,Northam,GB,51.0333,-4.2167,61.66,82,30,7.07,scattered clouds
626,Banda Aceh,ID,5.5577,95.3222,79.25,80,100,10.47,heavy intensity rain
627,Lewiston,US,44.1003,-70.2148,76.86,57,40,1.01,scattered clouds
628,Vieques,PR,18.425,-65.8329,88.9,70,6,12.91,clear sky
629,Batagay,RU,67.6333,134.6333,40.19,60,79,4.03,broken clouds
630,Pemba,MZ,-12.974,40.5178,75.92,78,0,15.57,clear sky
631,Chiang Kham,TH,19.5233,100.3,76.91,95,19,2.8,few clouds
632,Uttarkashi,IN,30.7333,78.45,69.53,82,100,5.57,overcast clouds
633,Seoul,KR,37.5683,126.9778,67.44,88,0,3.44,clear sky
634,Chapais,CA,49.7834,-74.8492,67.78,51,65,14.65,broken clouds
635,Vicuna,CL,-30.0319,-70.7081,51.53,49,81,10.16,broken clouds
636,Barcelona,ES,41.3888,2.159,77.7,77,20,1.01,few clouds
637,Young,UY,-32.6833,-57.6333,68.23,62,3,9.19,clear sky
638,Mount Isa,AU,-20.7333,139.5,60.57,51,47,0.0,scattered clouds
639,Axim,GH,4.8699,-2.2405,75.85,91,100,3.76,moderate rain
640,Atar,MR,20.5169,-13.0499,84.96,54,97,22.17,overcast clouds
641,Talnakh,RU,69.4865,88.3972,42.62,97,100,10.58,light rain
642,Kiunga,PG,-6.1219,141.2906,72.81,100,100,0.65,overcast clouds
643,Bud,US,39.447,-86.1758,84.2,60,6,15.7,clear sky
644,Jeremie,HT,18.65,-74.1167,86.23,65,19,3.69,few clouds
645,Soe,ID,-9.8607,124.284,64.15,90,20,3.47,few clouds
646,Karratha,AU,-20.7377,116.8463,73.15,37,0,13.69,light rain
647,Poltavka,RU,54.3663,71.7632,44.1,81,97,15.3,overcast clouds
648,Itoman,JP,26.1247,127.6694,82.78,89,75,11.5,moderate rain
649,Eureka,US,40.8021,-124.1637,69.21,76,2,5.01,clear sky
650,Pangnirtung,CA,66.1451,-65.7125,37.4,70,20,12.66,few clouds
651,Yarada,IN,17.65,83.2667,79.12,100,75,3.44,mist
652,Mirandopolis,BR,-21.1336,-51.1017,92.95,26,94,2.82,light rain
653,Lakes Entrance,AU,-37.8811,147.981,55.58,91,100,8.9,overcast clouds
654,Egvekinot,RU,66.3167,-179.1667,26.47,78,100,23.11,overcast clouds
655,Kemijarvi,FI,66.7131,27.4306,39.47,77,100,2.57,overcast clouds
656,Vaitape,PF,-16.5167,-151.75,77.43,70,14,15.59,few clouds
657,Kachug,RU,53.9606,105.8817,40.06,93,66,2.53,broken clouds
658,Gornopravdinsk,RU,60.05,69.9,42.71,98,100,10.83,light rain
659,Saint-Louis,SN,16.3333,-15.0,98.24,42,86,13.09,overcast clouds
660,Cam Ranh,VN,11.9214,109.1591,80.56,74,20,2.3,few clouds
661,Ondjiva,AO,-17.0667,15.7333,73.45,19,7,8.12,clear sky
662,Syracuse,IT,37.0881,15.2792,70.9,74,4,7.78,clear sky
663,Hirtshals,DK,57.5881,9.9592,64.22,93,69,12.48,light rain
664,Abha,SA,18.2164,42.5053,71.42,83,0,4.61,clear sky
665,Rudbar,AF,30.15,62.6,78.94,21,0,9.24,clear sky
666,Angoche,MZ,-16.2325,39.9086,74.32,79,65,11.36,broken clouds
667,Pacifica,US,37.6138,-122.4869,84.67,81,58,4.0,broken clouds
668,Muros,ES,42.7762,-9.0603,75.7,80,41,1.43,scattered clouds
669,Rocha,UY,-34.4833,-54.3333,61.57,80,91,6.76,overcast clouds
670,Carbonia,IT,39.1672,8.5222,74.84,77,24,7.14,few clouds
671,Sorong,ID,-0.8833,131.25,79.05,83,100,5.01,overcast clouds
672,Qasigiannguit,GL,68.8193,-51.1922,30.67,48,0,5.21,clear sky
673,Gejiu,CN,23.306,103.1635,55.92,71,0,0.27,clear sky
674,Luba,GQ,3.4568,8.5547,77.95,80,99,3.65,overcast clouds
675,Lasa,IT,46.6166,10.7002,63.36,86,79,1.52,broken clouds
676,Tashtagol,RU,52.7657,87.8894,49.89,69,100,3.74,overcast clouds
677,Cravo Norte,CO,6.3017,-70.2041,80.71,75,94,7.45,overcast clouds
678,Balkanabat,TM,39.5108,54.3671,81.5,20,0,15.59,clear sky
679,Altay,CN,47.8667,88.1167,51.26,29,69,5.44,broken clouds
680,Semey,KZ,50.4111,80.2275,58.48,74,100,11.52,light rain
681,Reyes,BO,-14.3167,-67.3833,95.97,30,22,3.74,few clouds
682,Vicosa,BR,-20.7539,-42.8819,89.33,25,100,8.48,overcast clouds
683,Lumphat,KH,13.4878,106.9816,73.45,98,100,8.75,moderate rain
684,Broken Hill,AU,-31.95,141.4333,53.31,66,0,11.5,clear sky
685,Kroya,ID,-7.6331,109.2461,76.28,90,100,8.81,overcast clouds
686,Cranendonck,NL,51.2775,5.5837,64.92,95,90,2.3,overcast clouds
